menu_item_id,ingredient_id,quantity
6b390c86-908a-4654-a782-73d99796a076,debd4bb1-0922-469f-a31c-9fa892005f0e,1
6b390c86-908a-4654-a782-73d99796a076,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
6b390c86-908a-4654-a782-73d99796a076,eaf940a5-c139-43e9-9e85-faa13c91261a,1
6b390c86-908a-4654-a782-73d99796a076,2da0777c-12e0-415d-8ecf-bb5bf6f10f6b,1
6b390c86-908a-4654-a782-73d99796a076,0d2d1643-f0a1-433e-8512-51f729fb9988,1
69358de7-96e5-46fe-a22e-badac49f73c6,0c515f3c-1d33-4206-8808-f24fb3142b6a,2
69358de7-96e5-46fe-a22e-badac49f73c6,8f14d5e9-d5be-4225-86a5-53dc131777ca,1
69358de7-96e5-46fe-a22e-badac49f73c6,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
69358de7-96e5-46fe-a22e-badac49f73c6,2da0777c-12e0-415d-8ecf-bb5bf6f10f6b,1
69358de7-96e5-46fe-a22e-badac49f73c6,0d2d1643-f0a1-433e-8512-51f729fb9988,1
55a54d10-0866-44d7-b069-70a63fd9a8c4,debd4bb1-0922-469f-a31c-9fa892005f0e,1
55a54d10-0866-44d7-b069-70a63fd9a8c4,eaf940a5-c139-43e9-9e85-faa13c91261a,1
55a54d10-0866-44d7-b069-70a63fd9a8c4,0d2d1643-f0a1-433e-8512-51f729fb9988,1
4366fa26-2484-4f8a-9e96-b8cea580a4c7,0c515f3c-1d33-4206-8808-f24fb3142b6a,2
4366fa26-2484-4f8a-9e96-b8cea580a4c7,ddacd5cf-1729-4f2e-8452-748e8efcbcb8,1
4366fa26-2484-4f8a-9e96-b8cea580a4c7,0d2d1643-f0a1-433e-8512-51f729fb9988,1
7da46f8e-1bda-4e35-903e-d2b205995f6e,debd4bb1-0922-469f-a31c-9fa892005f0e,1
7da46f8e-1bda-4e35-903e-d2b205995f6e,367a2cd5-b3b5-4856-9a92-512f3e864008,1
7da46f8e-1bda-4e35-903e-d2b205995f6e,38395794-4234-4726-b9ca-1e83502a49c1,1
7da46f8e-1bda-4e35-903e-d2b205995f6e,e40441dd-bcf1-4b44-bf56-b9e922416232,1
f359f86e-5beb-4903-94fa-930435acdeb9,0c515f3c-1d33-4206-8808-f24fb3142b6a,2
f359f86e-5beb-4903-94fa-930435acdeb9,367a2cd5-b3b5-4856-9a92-512f3e864008,1
f359f86e-5beb-4903-94fa-930435acdeb9,e6783449-c477-4c85-ba56-99a0edd839ba,1
f359f86e-5beb-4903-94fa-930435acdeb9,66a349ad-d9c5-444e-b118-c4a234389fbb,1
f359f86e-5beb-4903-94fa-930435acdeb9,af4e0981-0af9-4cf8-a48e-887153c9cfc3,1
f359f86e-5beb-4903-94fa-930435acdeb9,0d2d1643-f0a1-433e-8512-51f729fb9988,1
25dc1b6d-0bb8-4226-9f16-8368cbc6fd54,debd4bb1-0922-469f-a31c-9fa892005f0e,1
25dc1b6d-0bb8-4226-9f16-8368cbc6fd54,6d3f6db1-b4a9-4828-aa9a-6b7dee5c2d62,1
25dc1b6d-0bb8-4226-9f16-8368cbc6fd54,153a3273-1f4e-4e15-8b59-ee34b73bfccf,1
25dc1b6d-0bb8-4226-9f16-8368cbc6fd54,0d2d1643-f0a1-433e-8512-51f729fb9988,1
a783fc1c-a202-47a4-91b7-7c6155eeb81f,e10a149c-2121-42ac-b26f-d2a9a840d6ba,1
a783fc1c-a202-47a4-91b7-7c6155eeb81f,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
a783fc1c-a202-47a4-91b7-7c6155eeb81f,25277935-dad3-414d-b52d-77ac76ca9de6,1
a783fc1c-a202-47a4-91b7-7c6155eeb81f,af4e0981-0af9-4cf8-a48e-887153c9cfc3,1
0519bcf6-c01f-4613-baf5-77eb56b13d69,3c97d31f-4edd-456e-9f66-2b6508bb27e4,1
0519bcf6-c01f-4613-baf5-77eb56b13d69,3b9b0235-5997-40cc-9bc5-bc0331d01677,1
0519bcf6-c01f-4613-baf5-77eb56b13d69,98ce09d3-9424-44cc-845b-6ce453ce251c,1
0519bcf6-c01f-4613-baf5-77eb56b13d69,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
0519bcf6-c01f-4613-baf5-77eb56b13d69,d95774be-5d1d-4da0-a4cb-2cdff8560f65,1
0519bcf6-c01f-4613-baf5-77eb56b13d69,e40441dd-bcf1-4b44-bf56-b9e922416232,1
a4162545-068e-48c5-8363-d4e2a8c0774e,4a7168c1-8fe6-441e-9269-59f73be10652,1
a4162545-068e-48c5-8363-d4e2a8c0774e,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
a4162545-068e-48c5-8363-d4e2a8c0774e,eaf940a5-c139-43e9-9e85-faa13c91261a,1
a4162545-068e-48c5-8363-d4e2a8c0774e,2da0777c-12e0-415d-8ecf-bb5bf6f10f6b,1
a4162545-068e-48c5-8363-d4e2a8c0774e,0d2d1643-f0a1-433e-8512-51f729fb9988,1
675a7940-6d7c-40c2-8aa3-70257072b860,4a7168c1-8fe6-441e-9269-59f73be10652,1
675a7940-6d7c-40c2-8aa3-70257072b860,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
675a7940-6d7c-40c2-8aa3-70257072b860,fa642424-bdab-4dc5-a914-d40708c88ef7,1
675a7940-6d7c-40c2-8aa3-70257072b860,0d2d1643-f0a1-433e-8512-51f729fb9988,1
2b0c3273-0497-4c5d-b40e-25be01997fdd,4a7168c1-8fe6-441e-9269-59f73be10652,1
2b0c3273-0497-4c5d-b40e-25be01997fdd,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
2b0c3273-0497-4c5d-b40e-25be01997fdd,cbe9de89-812d-4afa-9796-e039033d8ea5,1
2b0c3273-0497-4c5d-b40e-25be01997fdd,0d2d1643-f0a1-433e-8512-51f729fb9988,1
84b95a49-f328-4026-b374-e1c3bbdeee62,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
84b95a49-f328-4026-b374-e1c3bbdeee62,90130438-9798-49de-b19f-ebf59ad92218,2
84b95a49-f328-4026-b374-e1c3bbdeee62,eaf940a5-c139-43e9-9e85-faa13c91261a,1
84b95a49-f328-4026-b374-e1c3bbdeee62,2da0777c-12e0-415d-8ecf-bb5bf6f10f6b,1
84b95a49-f328-4026-b374-e1c3bbdeee62,e40441dd-bcf1-4b44-bf56-b9e922416232,1
b25f0477-17cc-422a-88d7-6dfe7409feaa,5199f8ae-d536-4d9b-88ed-8ac7e37d7aac,1
b25f0477-17cc-422a-88d7-6dfe7409feaa,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
b25f0477-17cc-422a-88d7-6dfe7409feaa,eaf940a5-c139-43e9-9e85-faa13c91261a,1
b25f0477-17cc-422a-88d7-6dfe7409feaa,b4827af8-106b-4570-b357-fdfa4c33b735,1
b25f0477-17cc-422a-88d7-6dfe7409feaa,0d2d1643-f0a1-433e-8512-51f729fb9988,1
33bd4837-8463-4e06-a8c0-118fef6e2436,540347ef-ad4f-471d-8390-cbd5c3903dbe,1
33bd4837-8463-4e06-a8c0-118fef6e2436,fa642424-bdab-4dc5-a914-d40708c88ef7,1
33bd4837-8463-4e06-a8c0-118fef6e2436,bf3d4ab4-130e-49f0-9c87-62dec51d80ff,1
33bd4837-8463-4e06-a8c0-118fef6e2436,b4827af8-106b-4570-b357-fdfa4c33b735,1
33bd4837-8463-4e06-a8c0-118fef6e2436,e40441dd-bcf1-4b44-bf56-b9e922416232,1
152c0712-18bc-4118-9d5d-8e530c27a882,66a349ad-d9c5-444e-b118-c4a234389fbb,1
152c0712-18bc-4118-9d5d-8e530c27a882,a7deedc4-407e-42db-86be-39739d79600e,1
152c0712-18bc-4118-9d5d-8e530c27a882,fa642424-bdab-4dc5-a914-d40708c88ef7,1
152c0712-18bc-4118-9d5d-8e530c27a882,e40441dd-bcf1-4b44-bf56-b9e922416232,1
